Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor,valor,valor [M],Valor_m2_Barrio,Valor_m2_Millon,valor_m2,valor [m]
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 360.000.000,580000000.0,360.0,4572008.510026536,5142857.142857143,5979381.443298969,580.0
Casa,Casa en venta en Castilla,4,3,170,Castilla,KENNEDY: Castilla + Bavaria,$ 670.000.000,12790000000.0,670.0,3403589.3155258764,3941176.470588235,3951189.37287612,12790.0
Apartamento,Apartamento en venta en Chico Reservado,3,3,144,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.120.000.000,4967000000.0,1120.0,8104486.540013073,7777777.777777778,5683066.361556064,4967.0
Apartamento,Apartamento en venta en Usaquén,3,2,154,Usaquén,Usaquén,$ 890.000.000,22042650000.0,890.0,5655581.34903221,5779220.779220779,2816232.272901495,22042.65
Apartamento,Apartamento en venta en Bella Suiza,2,3,128,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 970.000.000,4712000000.0,970.0,6290550.7012394,7578125.0,4474833.808167142,4712.0
Apartamento,Apartamento en venta en Bella Suiza,1,2,62,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,259877762703.0,510.0,6290550.7012394,8225806.451612903,2959917.1141243065,259877.762703
Apartamento,Apartamento en venta en Bella Suiza,1,2,62,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 500.000.000,77147313800.0,500.0,6290550.7012394,8064516.129032258,6290550.7012394,77147.3138
Apartamento,Apartamento en venta en Bella Suiza,3,4,212,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 2.350.000.000,3610000000.0,2350.0,6290550.7012394,11084905.660377359,2522711.390635919,3610.0
Apartamento,Apartamento en venta en El Chicó,3,2,159,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 850.000.000,1830000000.0,850.0,7648045.112781955,5345911.949685534,3407821.229050279,1830.0
Apartamento,Apartamento en venta en Bella Suiza,2,2,80,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 642.000.000,9763500000.0,642.0,6290550.7012394,8025000.0,5212760.277629471,9763.5
Apartamento,Apartamento en venta en Bella Suiza,2,2,80,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 652.000.000,93400560494.0,652.0,6290550.7012394,8150000.0,2677845.135869721,93400.560494
Casa,Casa en venta en Tintala,3,2,59,Tintala,Tintala,$ 168.000.000,940000000.0,168.0,3799199.244295887,2847457.627118644,1175000.0,940.0
Apartamento,Apartamento en venta en Tintala,2,1,45,Tintala,Tintala,$ 205.000.000,266000000.0,205.0,3799199.244295887,4555555.555555556,3166666.6666666665,266.0
Casa,Casa en venta en Marly,3,3,147,Marly,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,2315800000.0,300.0,4937500.0,2040816.3265306123,6046475.195822454,2315.8
Apartamento,Apartamento en venta en Kennedy,4,3,98,Kennedy,Kennedy Central,$ 680.000.000,3810000000.0,680.0,3382897.908271655,6938775.510204081,3864097.363083164,3810.0
Casa,Casa en venta en Zona Noroccidental,3,4,300,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.519.000.000,7139500000.0,2519.0,4572008.510026536,8396666.666666666,2637421.4998152936,7139.5
Apartamento,Apartamento en venta en Nicolas De Federman,3,2,87,Nicolas De Federman,Teusaquillo,$ 420.000.000,260000000.0,420.0,5992745.920204822,4827586.206896552,2600000.0,260.0
Apartamento,Apartamento en venta en La Calleja,2,2,82,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 620.000.000,780000000.0,620.0,6582907.870377288,7560975.609756097,4062500.0,780.0
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 239.000.000,20451880000.0,239.0,4572008.510026536,5311111.111111111,5719205.81655481,20451.88
Casa,Casa en venta en Zona Noroccidental,3,6,380,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.600.000.000,7481000000.0,1600.0,4572008.510026536,4210526.315789473,4316791.690709752,7481.0
Apartamento,Apartamento en venta en Usaquén,1,2,50,Usaquén,Usaquén,$ 420.000.000,1705000000.0,420.0,5655581.34903221,8400000.0,6245421.245421246,1705.0
Apartamento,Apartamento en venta en Nicolas De Federman,3,2,89,Nicolas De Federman,Teusaquillo,$ 625.000.000,12232500000.0,625.0,5992745.920204822,7022471.91011236,3403589.3155258764,12232.5
Casa,Casa en venta en Zona Noroccidental,3,5,365,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.799.000.000,270027733421.0,2799.0,4572008.510026536,7668493.150684931,5027419.586695462,270027.733421
Casa,Casa en venta en Zona Noroccidental,5,5,450,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.450.000.000,2630000000.0,1450.0,4572008.510026536,3222222.222222222,6202830.188679245,2630.0
Casa,Casa en venta en Zona Noroccidental,4,5,315,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.000.000.000,372130933118.0,2000.0,4572008.510026536,6349206.349206349,4580185.76602501,372130.933118
Apartamento,Apartamento en venta en Mazuren,3,3,102,Mazuren,El Prado,$ 670.000.000,27109000000.0,670.0,3851389.043846926,6568627.450980392,6423933.6492890995,27109.0
Casa,Casa en venta en Zona Noroccidental,4,6,423,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.800.000.000,13566492000.0,1800.0,4572008.510026536,4255319.14893617,6360286.919831224,13566.492
Apartamento,Apartamento en venta en Suba,3,2,75,Suba,Suba,$ 469.000.000,15505000000.0,469.0,4323720.522957073,6253333.333333333,5156301.96208846,15505.0
Casa,Casa en venta en Zona Noroccidental,5,2,200,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 580.000.000,108391217256.0,580.0,4572008.510026536,2900000.0,8353851.0409248555,108391.217256
Apartamento,Apartamento en venta en Barrios Unidos,3,2,67,Barrios Unidos,Los Andes,$ 445.000.000,1570000000.0,445.0,2959917.1141243065,6641791.044776119,5992366.412213741,1570.0
Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,260372839071.0,261.5,5655581.34903221,3962121.212121212,8104486.540013073,260372.839071
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,5160000000.0,278.0,4572008.510026536,3564102.564102564,3028169.0140845072,5160.0
Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 258.000.000,21211999000.0,258.0,2887769.666800428,4300000.0,3519495.43719927,21211.999
Apartamento,Apartamento en venta en Fontibón,3,3,87,Fontibón,Fontibón,$ 520.000.000,49383000000.0,520.0,3723021.3134775246,5977011.494252874,7412638.847193035,49383.0
Casa,Casa en venta en Tintala,3,2,75,Tintala,Tintala,$ 200.000.000,3525000000.0,200.0,3799199.244295887,2666666.6666666665,3210382.513661202,3525.0
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 129.000.000,18049794520.0,129.0,4572008.510026536,2866666.6666666665,4776341.497750727,18049.79452
Apartamento,Apartamento en venta en Villa Alsacia,3,2,75,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 350.000.000,498000000.0,350.0,4139391.447368421,4666666.666666667,6225000.0,498.0
Apartamento,Apartamento en venta en Zona Noroccidental,32,2,63,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.500.000,1925000000.0,290.5,4572008.510026536,4611111.111111111,2726628.895184136,1925.0
Apartamento,Apartamento en venta en Palermo,3,2,130,Palermo,Galerías,$ 750.000.000,940000000.0,750.0,3835207.308503162,5769230.769230769,2910216.718266254,940.0
Apartamento,Apartamento en venta en Chico Reservado,1,1,64,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 495.000.000,71021280000.0,495.0,8104486.540013073,7734375.0,5006787.45153331,71021.28
Casa,Casa en venta en Zona Noroccidental,3,2,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 285.000.000,4550000000.0,285.0,4572008.510026536,3313953.488372093,8472998.137802606,4550.0
Apartamento,Apartamento en venta en La Candelaria,4,4,160,La Candelaria,La Candelaria,$ 900.000.000,101719000000.0,900.0,8889242.669544883,5625000.0,7648045.112781955,101719.0
Apartamento,Apartamento en venta en Zona Noroccidental,4,4,294,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.800.000.000,16266000000.0,1800.0,4572008.510026536,6122448.979591837,5279454.722492697,16266.0
Apartamento,Apartamento en venta en El Contador,3,3,206,El Contador,Los Cedros,$ 990.000.000,14723520000.0,990.0,5279454.722492697,4805825.242718447,5317269.77248104,14723.52
Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 418.000.000,525000000.0,418.0,5006787.45153331,4058252.427184466,3034682.0809248555,525.0
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,19706000000.0,349.0,5655581.34903221,4362500.0,5847477.744807121,19706.0
Apartamento,Apartamento en venta en Santa Barbara,3,1,101,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000,29040000000.0,565.0,5852628.361947599,5594059.405940594,7122884.473877851,29040.0
Apartamento,Apartamento en venta en Mirandela ,3,3,87,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 370.000.000,3238400000.0,370.0,3992085.6610800745,4252873.563218391,2739763.1133671743,3238.4
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 259.000.000,160000000.0,259.0,4572008.510026536,3320512.8205128205,3902439.024390244,160.0
Apartamento,Apartamento en venta en Castilla,3,2,68,Castilla,KENNEDY: Castilla + Bavaria,$ 310.000.000,5590000000.0,310.0,3403589.3155258764,4558823.529411765,9928952.042628774,5590.0
Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 354.000.000,172711728232.0,354.0,5027419.586695462,4481012.658227848,2887769.666800428,172711.728232
Apartamento,Apartamento en venta en Mazuren,3,3,92,Mazuren,El Prado,$ 372.000.000,1000000000.0,372.0,3851389.043846926,4043478.2608695654,2380952.380952381,1000.0
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000,220000000.0,500.0,4572008.510026536,5681818.181818182,3793103.4482758623,220.0
Apartamento,Apartamento en venta en Fontibón,3,2,84,Fontibón,Fontibón,$ 420.000.000,330000000.0,420.0,3723021.3134775246,5000000.0,3173076.923076923,330.0
Apartamento,Apartamento en venta en El Contador,3,3,177,El Contador,Los Cedros,$ 1.050.000.000,94501450000.0,1050.0,5279454.722492697,5932203.389830508,3723021.3134775246,94501.45
Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 185.000.000,2350000000.0,185.0,3382897.908271655,4625000.0,4450757.575757576,2350.0
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,1265000000.0,349.0,5655581.34903221,4362500.0,2254901.9607843137,1265.0
Apartamento,Apartamento en venta en Colina Campestre,3,3,109,Colina Campestre,Niza,$ 515.000.000,6026000000.0,515.0,4776341.497750727,4724770.642201835,5240000.0,6026.0
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,75,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 287.000.000,14422700000.0,287.0,4572008.510026536,3826666.6666666665,3892766.5317139,14422.7
Apartamento,Apartamento en venta en Colina Campestre,2,1,50,Colina Campestre,Niza,$ 265.000.000,1290000000.0,265.0,4776341.497750727,5300000.0,4285714.285714285,1290.0
Apartamento,Apartamento en venta en Fontibón,3,2,87,Fontibón,Fontibón,$ 500.000.000,420000000.0,500.0,3723021.3134775246,5747126.436781609,3888888.888888889,420.0
Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,9190084000.0,261.5,5655581.34903221,3962121.212121212,4814082.765845993,9190.084
Apartamento,Apartamento en venta en Hayuelos,3,2,61,Hayuelos,Modelia,$ 300.000.000,400000000.0,300.0,4814082.765845993,4918032.786885246,2500000.0,400.0
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,207963648911.0,278.0,4572008.510026536,3564102.564102564,3382897.908271655,207963.648911
Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 258.000.000,70489777476.0,258.0,2887769.666800428,4300000.0,6582907.870377288,70489.777476
Apartamento,Apartamento en venta en Fontibón,3,3,87,Fontibón,Fontibón,$ 520.000.000,49415300000.0,520.0,3723021.3134775246,5977011.494252874,8889242.669544883,49415.3
Apartamento,Apartamento en venta en Villa Alsacia,3,2,75,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 350.000.000,855000000.0,350.0,4139391.447368421,4666666.666666667,2606707.3170731706,855.0
Apartamento,Apartamento en venta en Zona Noroccidental,32,2,63,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.500.000,140000000.0,290.5,4572008.510026536,4611111.111111111,3043478.2608695654,140.0
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 129.000.000,1336000000.0,129.0,4572008.510026536,2866666.6666666665,4985074.626865672,1336.0
Casa,Casa en venta en Tintala,3,2,75,Tintala,Tintala,$ 200.000.000,250000000.0,200.0,3799199.244295887,2666666.6666666665,6756756.756756756,250.0
Apartamento,Apartamento en venta en Palermo,3,2,130,Palermo,Galerías,$ 750.000.000,719000000.0,750.0,3835207.308503162,5769230.769230769,8768292.68292683,719.0
Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 418.000.000,1090000000.0,418.0,5006787.45153331,4058252.427184466,2794871.794871795,1090.0
Apartamento,Apartamento en venta en Chico Reservado,1,1,64,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 495.000.000,6343000000.0,495.0,8104486.540013073,7734375.0,6452695.829094608,6343.0
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,8749000000.0,349.0,5655581.34903221,4362500.0,2888412.017167382,8749.0
Apartamento,Apartamento en venta en Castilla,3,2,68,Castilla,KENNEDY: Castilla + Bavaria,$ 310.000.000,4970400000.0,310.0,3403589.3155258764,4558823.529411765,4266437.768240344,4970.4
Apartamento,Apartamento en venta en Santa Barbara,3,1,101,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000,380000000.0,565.0,5852628.361947599,5594059.405940594,4367816.091954023,380.0
Apartamento,Apartamento en venta en Mirandela ,3,3,87,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 370.000.000,12767000000.0,370.0,3992085.6610800745,4252873.563218391,6503820.68262863,12767.0
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 259.000.000,1278000000.0,259.0,4572008.510026536,3320512.8205128205,4190163.9344262294,1278.0
Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 354.000.000,326000000.0,354.0,5027419.586695462,4481012.658227848,3622222.222222222,326.0
Casa,Casa en venta en Zona Noroccidental,3,2,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 285.000.000,2199900000.0,285.0,4572008.510026536,3313953.488372093,2653679.1314837155,2199.9
Apartamento,Apartamento en venta en Fontibón,3,2,84,Fontibón,Fontibón,$ 420.000.000,1100000000.0,420.0,3723021.3134775246,5000000.0,1718750.0,1100.0
Apartamento,Apartamento en venta en Mazuren,3,3,92,Mazuren,El Prado,$ 372.000.000,29481000000.0,372.0,3851389.043846926,4043478.2608695654,5050710.981668665,29481.0
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000,8797240000.0,500.0,4572008.510026536,5681818.181818182,4270504.854368932,8797.24
Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 185.000.000,4080000000.0,185.0,3382897.908271655,4625000.0,1588785.0467289719,4080.0
Apartamento,Apartamento en venta en El Contador,3,3,177,El Contador,Los Cedros,$ 1.050.000.000,1460000000.0,1050.0,5279454.722492697,5932203.389830508,5637065.637065637,1460.0
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,16662000000.0,349.0,5655581.34903221,4362500.0,3049972.5425590337,16662.0
Apartamento,Apartamento en venta en Zona Noroccidental,4,4,294,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.800.000.000,147964651000.0,1800.0,4572008.510026536,6122448.979591837,8208857.198335645,147964.651
Apartamento,Apartamento en venta en La Candelaria,4,4,160,La Candelaria,La Candelaria,$ 900.000.000,8672499999.0,900.0,8889242.669544883,5625000.0,2459585.9327850253,8672.499999
Apartamento,Apartamento en venta en El Contador,3,3,206,El Contador,Los Cedros,$ 990.000.000,12521500000.0,990.0,5279454.722492697,4805825.242718447,4937500.0,12521.5
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 225.000.000,34520000000.0,225.0,4572008.510026536,3750000.0,3851389.043846926,34520.0
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 148.000.000,3430000000.0,148.0,4572008.510026536,3363636.3636363638,4448767.833981842,3430.0
Apartamento,Apartamento en venta en Engativa,2,2,53,Engativa,Engativá,$ 331.500.000,6431250000.0,331.5,2887769.666800428,6254716.981132075,3992085.6610800745,6431.25
Apartamento,Apartamento en venta en Zona Noroccidental,1,1,58,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,28218790000.0,300.0,4572008.510026536,5172413.793103448,163426.13076967627,28218.79
Apartamento,Apartamento en venta en Usaquén,3,2,152,Usaquén,Usaquén,$ 1.030.000.000,28088000128.0,1030.0,5655581.34903221,6776315.7894736845,5992745.920204822,28088.000128
Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 195.000.000,13700000000.0,195.0,3382897.908271655,4875000.0,4409398.133247506,13700.0
Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 200.000.000,18400000000.0,200.0,3382897.908271655,5000000.0,4204753.199268739,18400.0
Apartamento,Apartamento en venta en Fontibón,3,1,48,Fontibón,Fontibón,$ 168.000.000,16592000000.0,168.0,3723021.3134775246,3500000.0,5078665.442301806,16592.0
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,810000000.0,323.0,4572008.510026536,4750000.0,4331550.802139037,810.0
Casa,Casa en venta en Kennedy,3,2,86,Kennedy,Kennedy Central,$ 275.000.000,4615514000.0,275.0,3382897.908271655,3197674.418604651,4173159.1320072333,4615.514
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,10915000000.0,510.0,5852628.361947599,4473684.2105263155,3835207.308503162,10915.0
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 176.000.000,3792000000.0,176.0,4572008.510026536,4000000.0,6106280.193236715,3792.0
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,100,Ciudad Salitre,Ciudad Salitre Oriental,$ 680.000.000,23620000000.0,680.0,7412638.847193035,6800000.0,5244227.353463588,23620.0
Apartamento,Apartamento en venta en Quinta Paredes,3,2,100,Quinta Paredes,Teusaquillo,$ 680.000.000,1335000000.0,680.0,5302461.344272641,6800000.0,6180555.555555556,1335.0
Apartamento,Apartamento en venta en Hayuelos,3,2,45,Hayuelos,Modelia,$ 217.000.000,3063500000.0,217.0,4814082.765845993,4822222.222222222,3902547.770700637,3063.5
Apartamento,Apartamento en venta en Usaquén,3,5,178,Usaquén,Usaquén,$ 1.050.000.000,6705000000.0,1050.0,5655581.34903221,5898876.404494382,4665970.772442589,6705.0
Casa,Casa en venta en Usaquén,4,3,105,Usaquén,Usaquén,$ 375.000.000,21135500000.0,375.0,5655581.34903221,3571428.5714285714,4550161.46393972,21135.5
Apartamento,Apartamento en venta en Cedritos,3,2,98,Cedritos,Usaquén,$ 458.000.000,170000000.0,458.0,5027419.586695462,4673469.3877551025,6800000.0,170.0
Oficina/Consultorio,Oficina/Consultorio en venta en Ciudad Salitre,4,2,200,Ciudad Salitre,Ciudad Salitre Oriental,$ 2.000.000.000,67420552799.0,2000.0,7412638.847193035,10000000.0,3247774.5941037624,67420.552799
Apartamento,Apartamento en venta en Santa Barbara,1,2,69,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 425.000.000,18441540000.0,425.0,5852628.361947599,6159420.289855072,4383536.962205848,18441.54
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 318.000.000,30433531232.0,318.0,4572008.510026536,4356164.383561644,5430680.091363312,30433.531232
Apartamento,Apartamento en venta en Cedritos,4,4,158,Cedritos,Usaquén,$ 660.000.000,33607000000.0,660.0,5027419.586695462,4177215.189873418,5302461.344272641,33607.0
Apartamento,Apartamento en venta en Usaquén,3,4,100,Usaquén,Usaquén,$ 730.000.000,3245500000.0,730.0,5655581.34903221,7300000.0,2611021.721641191,3245.5
Apartamento,Apartamento en venta en Candelaria La Nueva,3,1,54,Candelaria La Nueva,La Candelaria,$ 140.000.000,1100000000.0,140.0,4062500.0,2592592.592592593,2588235.294117647,1100.0
Apartamento,Apartamento en venta en Kennedy,3,2,78,Kennedy,Kennedy Central,$ 343.000.000,26805227370.0,343.0,3382897.908271655,4397435.897435897,2314986.3865618794,26805.22737
Apartamento,Apartamento en venta en Kennedy,3,2,89,Kennedy,Kennedy Central,$ 385.000.000,9840000000.0,385.0,3382897.908271655,4325842.696629213,2924219.9108469537,9840.0
Casa,Casa en venta en Zona Noroccidental,4,4,220,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.300.000.000,3290000000.0,1300.0,4572008.510026536,5909090.909090909,3921334.922526818,3290.0
Casa,Casa en venta en Zona Noroccidental,4,3,280,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.195.000.000,350000000.0,1195.0,4572008.510026536,4267857.142857143,1346153.8461538462,350.0
Apartamento,Apartamento en venta en Santa Barbara,2,3,85,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 519.000.000,7786048623.0,519.0,5852628.361947599,6105882.352941177,6559434.391743892,7786.048623
Apartamento,Apartamento en venta en Bella Suiza,2,2,54,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 350.000.000,1326452000.0,350.0,6290550.7012394,6481481.481481481,3705173.184357542,1326.452
Apartamento,Apartamento en venta en Engativa,3,2,49,Engativa,Engativá,$ 202.000.000,918000000.0,202.0,2887769.666800428,4122448.9795918367,4935483.870967742,918.0
Apartamento,Apartamento en venta en Colina Campestre,4,3,115,Colina Campestre,Niza,$ 429.000.000,12080000000.0,429.0,4776341.497750727,3730434.782608696,2912246.8659594986,12080.0
Apartamento,Apartamento en venta en Chico Norte,2,2,88,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 640.000.000,1484000000.0,640.0,8353851.0409248555,7272727.2727272725,6081967.213114754,1484.0
Apartamento,Apartamento en venta en Mazuren,2,2,67,Mazuren,El Prado,$ 435.000.000,8354000000.0,435.0,3851389.043846926,6492537.313432836,3082656.826568266,8354.0
Apartamento,Apartamento en venta en Usaquén,3,2,100,Usaquén,Usaquén,$ 610.000.000,90952480000.0,610.0,5655581.34903221,6100000.0,6831854.578231803,90952.48
Apartamento,Apartamento en venta en Normandia,2,2,77,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 650.000.000,25380000000.0,650.0,4204753.199268739,8441558.441558441,10254545.454545455,25380.0
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 421.000.000,320097803000.0,421.0,6290550.7012394,6901639.344262295,5852628.361947599,320097.803
Apartamento,Apartamento en venta en Chico Reservado,3,4,150,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.300.000.000,52794530000.0,1300.0,8104486.540013073,8666666.666666666,5754799.433180728,52794.53
Apartamento,Apartamento en venta en Ciudad Bolívar,3,1,39,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 155.000.000,1265000000.0,155.0,3519495.43719927,3974358.9743589745,1928353.6585365853,1265.0
Apartamento,Apartamento en venta en Cedritos,3,3,100,Cedritos,Usaquén,$ 530.000.000,640000000.0,530.0,5027419.586695462,5300000.0,5470085.47008547,640.0
Apartamento,Apartamento en venta en Engativa,2,2,58,Engativa,Engativá,$ 330.000.000,19412990000.0,330.0,2887769.666800428,5689655.172413793,6486130.972268627,19412.99
Apartamento,Apartamento en venta en Bosa,3,2,60,Bosa,Bosa Central,$ 225.000.000,5390000000.0,225.0,2677845.135869721,3750000.0,5089707.271010387,5390.0
Apartamento,Apartamento en venta en Rafael Uribe Uribe,3,1,50,Rafael Uribe Uribe,Los Alcázares,$ 143.000.000,5698790000.0,143.0,2314986.3865618794,2860000.0,5286447.124304268,5698.79
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,51,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 245.500.000,266406040022.0,245.5,4572008.510026536,4813725.490196078,4323720.522957073,266406.040022
Apartamento,Apartamento en venta en Cedritos,2,3,97,Cedritos,Usaquén,$ 433.000.000,123457920000.0,433.0,5027419.586695462,4463917.525773196,3975204.3017677176,123457.92
Apartamento,Apartamento en venta en Cedritos,3,2,71,Cedritos,Usaquén,$ 315.000.000,597000000.0,315.0,5027419.586695462,4436619.718309859,2332031.25,597.0
Apartamento,Apartamento en venta en Bella Suiza,2,3,82,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 450.000.000,26142290000.0,450.0,6290550.7012394,5487804.87804878,3799199.244295887,26142.29
Apartamento,Apartamento en venta en Zona Noroccidental,1,1,57,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000,14984000000.0,350.0,4572008.510026536,6140350.8771929825,2381058.318766884,14984.0
Apartamento,Apartamento en venta en Usaquén,2,2,51,Usaquén,Usaquén,$ 205.000.000,685000000.0,205.0,5655581.34903221,4019607.843137255,5000000.0,685.0
Casa,Casa en venta en Usaquén,4,5,236,Usaquén,Usaquén,$ 1.200.000.000,837710365000.0,1200.0,5655581.34903221,5084745.762711864,5655581.34903221,837710.365
Apartamento,Apartamento en venta en Fontibón,3,2,54,Fontibón,Fontibón,$ 169.000.000,16463750000.0,169.0,3723021.3134775246,3129629.6296296297,3847569.525590091,16463.75
Apartamento,Apartamento en venta en Santa Barbara,1,2,66,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 375.000.000,1840000000.0,375.0,5852628.361947599,5681818.181818182,2939297.124600639,1840.0
